publisher,id_nicolas,url,titolo,volume,product_id,n_ristampa,prezzo_intero,prezzo_attuale,data_rilascio,autore,disegnatore,pagine,size,contenuti,binding,colore,isbn,descrizione,genere,img_file
jpop,jpop_medakaboxnuovaedizione009,https://www.j-pop.it/medaka-box-nuova-edizione/4509-medaka-box-nuova-edizione-009.html,Medaka Box - Nuova Edizione 009,9,4509,1,"5,90","5,90",,Nisioisin,Akira Akatsuki,0,Not Available,Not Available,Not Available,Not Available,9788832753936,"La battaglia fra gli addetti agli affari generali si fa tesa... che ne sarà di Kumagawa e Zenkichi, caduti preda dei serpenti habu?! Nel frattempo, il piano dei Minus celato dietro questo feroce scontro è stato rivelato, ponendo il Consiglio studentesco di fronte a un dilemma. In questa situazione fuori da ogni logica, si alza il sipario sulla battaglia fra segretari!","Shonen, Action, NisiOisiN",https://www.j-pop.it/4378-thickbox_default/medaka-box-nuova-edizione-009.jpg
jpop,jpop_rezeroilmanga4secondastagione,https://www.j-pop.it/rezero-starting-life-in-another-world/4508-rezero-il-manga-4-seconda-stagione.html,Re:Zero - il Manga 4 (Seconda Stagione),Not Available,4508,1,"5,90","5,90",,Tappei Nagatsuki,Makoto Fugetsu,0,Not Available,Not Available,Not Available,Not Available,9788832751314,"Alla ricerca dei bambini del villaggio di Earlham, Subaru si imbatte in un branco di magibestie Urgarum che vivono nella foresta. Per proteggere Rem dall'attacco dei mostri, subisce ferite su tutto il corpo che attirano su di lui maledizioni mortali... Il nostro eroe, inarrestabile come un demone, riuscirà a sfuggire al suo destino e guarire il trauma che incatena il cuore di Rem senza ricorrere al Ritorno dalla Morte?","Fantasy, Azione, Shonen",https://www.j-pop.it/4377-thickbox_default/rezero-il-manga-4-seconda-stagione.jpg
jpop,jpop_gundamunicornbandedessinée008,https://www.j-pop.it/gundam-unicorn-bande-dessinee/4507-gundam-unicorn-bande-dessinee-008.html,Gundam Unicorn - Bande Dessinée 008,8,4507,1,"6,90","6,90",,Harutoshi Fukui,Kouzoh Ohmori,192,Not Available,Not Available,Not Available,Not Available,9788832753608,"Universal Century 0096. Sebbene Neo Zeon sia stata sconfitta, nelle colonie spaziali la volontà di affrancarsi dall'egemonia della Federazione terrestre continua a pulsare. Un desiderio che il nuovo gruppo terrorista delle Maniche potrebbe realizzare, se riuscisse ad impossessarsi dello Scrigno di Laplace. Ma a difendere la pace entrano in scena Banagher, Audrey e i loro Gundam! Dalla serie di light novel che ha ispirato l’amatissimo anime “Gundam Unicorn”!","Seinen, Fantascienza, Gundam",https://www.j-pop.it/4376-thickbox_default/gundam-unicorn-bande-dessinee-008.jpg
jpop,jpop_monstergirl001,https://www.j-pop.it/monster-girl/4504-monster-girl-001.html,Monster Girl 001,1,4504,1,"6,00","6,00",,Kazuki Funatsu,,200,Not Available,Not Available,Not Available,Not Available,9788832753561,"Yatsuki, giovane commesso di Akihabara, incontra la bella Rokka, che sembra essere la ragazza ideale per vivere una perfetta storia d'amore. La realtà, purtroppo, non è così rosea... E l'abilità di Yatsuki di vedere yokai lo costringerà a immergersi in un mondo parallelo di spiriti maniaci e scontri senza esclusione di colpi! Azione, ecchi e divertimento vi aspettano nel primo volume di Monster Girl!","Seinen, Action, Comedy, Ecchi, Sovrannaturale",https://www.j-pop.it/4373-thickbox_default/monster-girl-001.jpg
jpop,jpop_thepromisedneverland003,https://www.j-pop.it/the-promised-neverland/4503-the-promised-neverland-003.html,The Promised Neverland 003,3,4503,1,"5,90","5,90",,Kaiu Shirai,Posuka Demizu,192,Not Available,Not Available,Not Available,Not Available,9788832754155,"Don e Gilda cominciano a nutrire dubbi su Emma e gli altri. Nel frattempo, Krone li incalza sempre di più e Isabella, la loro mamma, sta finalmente per fare la sua mossa. Poco prima della progettata fuga, la situazione dei bambini cambierà radicalmente!","Shonen, Action, Sovrannaturale",https://www.j-pop.it/4372-thickbox_default/the-promised-neverland-003.jpg
jpop,jpop_armedgirlsmachiavellism002,https://www.j-pop.it/armed-girl-s-machiavellism/4502-armed-girl-s-machiavellism-002.html,Armed Girl's Machiavellism 002,2,4502,1,"5,90","5,90",,Yuya Kurokami,Karuna Kanzaki,192,Not Available,Not Available,Not Available,Not Available,9788832753967,"Fudo Nomura ha scoperto che il suo nuovo liceo è governato da un gruppo di ragazze armate di tutto punto, le ""Cinque Spade Celesti"", che controllano implacabilmente gli studenti maschi! Fudo ne ha già affrontate due, ma ora la perfida Warabi Hanasaka ha organizzato le ""Warabimpiadi"", vero e proprio linciaggio travestito da evento sportivo. Basteranno il suo acume e abilità nel combattimento a tirarlo fuori dai guai?","Shonen, Action, Arti Marziali",https://www.j-pop.it/4371-thickbox_default/armed-girl-s-machiavellism-002.jpg
jpop,jpop_kingdom34,https://www.j-pop.it/kingdom/4501-kingdom-34.html,Kingdom 34,34,4501,1,"6,90","6,90",,Yasuhisa Hara,,192,Not Available,Not Available,Not Available,Not Available,9788832754339,"Il duello fra Qiang Lei e You Lian nel cuore delle montagne di Zhao finalmente giunge al termine! Chi ne uscirà vincitore? Nel frattempo, nel regno di Qin, giunge la notizia che il grande generale Meng Ao, nonno di Meng Tian, è in fin di vita... ","Avventura, Seinen, Storico",https://www.j-pop.it/4370-thickbox_default/kingdom-34.jpg
jpop,jpop_innocentrouge005,https://www.j-pop.it/innocent/4500-innocent-rouge-005.html,Innocent Rouge 005,5,4500,1,"6,00","6,00",,"ShinIchi Sakamoto""",,200,Not Available,Not Available,Not Available,Not Available,9788832752069,"Fanno la loro scomparsa gli Enragés, una banda di ladri che prende di mira i beni dell'aristocrazia per aiutare i poveri e intende uccidere il re! La loro strada viene sbarrata da Marie-Josèphe, incaricata di proteggere Versailles, ma la boia troverà molti punti di contatto con il leader dei criminali... Cosa deciderà di fare la tormentata Sanson?","Storico, Drammatico",https://www.j-pop.it/4369-thickbox_default/innocent-rouge-005.jpg
jpop,jpop_deadtube006,https://www.j-pop.it/dead-tube/4499-dead-tube-006.html,Dead Tube 006,6,4499,1,"6,00","6,00",,Mikoto Yamaguchi,Touta Kitakawa,190,Not Available,Not Available,Not Available,Not Available,9788832754247,"Comincia l'episodio ""Video da quindici secondi"", che ci porterà a fare un tuffo nel passato dei nostri spietati protagonisti. Ma prima, la conclusione della sfida sull'isola deserta, in cui viene svelata la vera identità di Crazy Rascal!","Seinen, Action, Ecchi, Gore",https://www.j-pop.it/4368-thickbox_default/dead-tube-006.jpg
jpop,jpop_dagashikashi008,https://www.j-pop.it/dagashi-kashi/4498-dagashi-kashi-008.html,Dagashi Kashi 008,8,4498,1,"6,00","6,00",,Kotoyama,,200,Not Available,Not Available,Not Available,Not Available,9788832754216,"Con il ritorno di Hotaru, l'ottavo volume ha il 120% di allegria in più! Quali saranno le nuove ambizioni della stramba ereditiera innamorata dei dagashi? E come andrà il suo incontro con l'ultima arrivata, la commessa Hajime Owari? Tra pigiama party, ricerca di nuove mascotte e rivelazioni sconvolgenti, Dagashi Kashi non smette mai di ingolosire!","Shonen, Comedy, snack",https://www.j-pop.it/4367-thickbox_default/dagashi-kashi-008.jpg
jpop,jpop_rikudo007,https://www.j-pop.it/rikudo/4497-rikudo-007.html,Rikudo 007,7,4497,1,"6,00","6,00",,Toshimitsu Matsubara,,200,Not Available,Not Available,Not Available,Not Available,9788832751567,"Per Riku è il momento di affrontare l'americano Gerbera, un pugile che punta tutto sulla sua incontenibile potenza! Riuscirà l'agile Riku a evitare le sassate del suo avversario, deciso a chiudere l'incontro in un solo colpo? Quando il match si trasforma in un bagno di sangue, l'allenatore interviene a sorpresa...","Seinen, Sport, Drama",https://www.j-pop.it/4366-thickbox_default/rikudo-007.jpg
jpop,jpop_hakaiju019,https://www.j-pop.it/hakaiju/4496-hakaiju-019.html,Hakaiju 019,19,4496,1,"5,90","5,90",,Shingo Honda,,192,Not Available,Not Available,Not Available,Not Available,9788832751802,"Mio prende parte alla battaglia che vede affrontarsi Akira e il Mastere l'incontro tra un padre e una figlia si trasforma in uno scontro sul senso di ""giustizia"". Finalmente la lotta al castello di Osaka raggiunge il climax, mentre il terreno di scontro si tinge di rosso sangue!","Seinen, Azione, Horror",https://www.j-pop.it/4365-thickbox_default/hakaiju-019.jpg
jpop,jpop_horimiya001,https://www.j-pop.it/horimiya/4493-horimiya-001.html,Horimiya 001,1,4493,1,"5,90","5,90",,Hero,Daisuke Hagiwara,186,Not Available,Not Available,Not Available,Not Available,9788832753424,"A scuola, Kyoko è ammirata da tutti per il suo stile e la sua bellezza. Miyamura invece è ritenuto un otaku inquietante senza segni particolari. Ma entrambi nascondono più di quanto sembri, e il destino decide di far incrociare le loro strade causando malintesi, situazioni inaspettate e una strana amicizia!","Shonen, Romantico, Comedy",https://www.j-pop.it/4362-thickbox_default/horimiya-001.jpg
jpop,jpop_yatamomo001,https://www.j-pop.it/yatamomo/4492-yatamomo-001.html,Yatamomo 001,1,4492,1,"6,50","6,50",,Harada,,192,Not Available,Not Available,Not Available,Not Available,9788832753677,"Momo è un parassita senza vergogna pronto ad approfittare del suo bell’aspetto (e del prossimo). Yata è un ragazzo gentile e premuroso, incapace di dire no (ma che sa come muoversi... in certe situazioni). Tra spettri del passato e nuove sensazioni, la loro sarà una convivenza decisamente eccitante!","Comedy, yaoi",https://www.j-pop.it/4361-thickbox_default/yatamomo-001.jpg
jpop,jpop_devilmansaga001,https://www.j-pop.it/devilman-saga/4491-devilman-saga.html,Devilman Saga 001,1,4491,1,"7,50","7,50",,Go Nagai,,212,Not Available,Not Available,Not Available,Not Available,9788832753547,"Yuki Fudo, esperto di robotica al lavoro sull’antica tecnologia delle Demon Armor per conto del misterioso Asuka Ryo e della sua multinazionale, si imbatte in una storia alternativa della Terra: oltre due milioni di anni prima il nostro pianeta fu sconvolto da una battaglia apocalittica tra le forze dei demoni e quelle degli angeli. Ma la scoperta risveglia anche una minaccia per l’umanità, e gli spettri del passato potranno essere sconfitti solo scendendo a patti con il male minore.","Seinen, Fantascienza, Horror, Go Nagai",https://www.j-pop.it/4360-thickbox_default/devilman-saga.jpg
jpop,jpop_monstermusume010,https://www.j-pop.it/monster-musume/4490-monster-musume-010.html,Monster Musume 010,10,4490,1,"6,50","6,50",,Okayado,,192,Not Available,Not Available,Not Available,Not Available,9788832753578,"Ancora emozioni e divertimento nella harem comedy più mostruosamente piccante! Kurusu fa la conoscenza di nuove ragazze mostro che, inevitabilmente, lo coinvolgeranno in sexy imprevisti e stuzzicanti tête-à-tête.  ","Seinen, Comedy, Ecchi",https://www.j-pop.it/4359-thickbox_default/monster-musume-010.jpg
jpop,jpop_danceinthevampirebund003,https://www.j-pop.it/dance-in-the-vampire-bund/4489-dance-in-the-vampire-bund-003.html,Dance in the Vampire Bund 003,3,4489,1,"9,90","9,90",,Nozomu Tamaki,,388,Not Available,Not Available,Not Available,Not Available,9788832753264,"Quando, dopo millenni nell'oscurità, l'ultracentenaria Principessa dei vampiri Mina Tepes (spietata creatura dall'aspetto innocente di una bambina) decide di rivelare l'esistenza del suo popolo al mondo e di comprare a peso d'oro un rifugio sicuro in Giappone, la risposta degli esseri umani fa precipitare la situazione nel caos. L'esperimento di Mina avrà successo, o gli intrighi di chi desidera che una delle due razze vada incontro al genocidio ne decreteranno la fine?","Horror, Action, Ecchi",https://www.j-pop.it/4358-thickbox_default/dance-in-the-vampire-bund-003.jpg
jpop,jpop_isettefiglideldrago,https://www.j-pop.it/i-sette-figli-del-drago/4488-i-sette-figli-del-drago.html,I Sette Figli del Drago,Not Available,4488,1,"9,90","9,90",,Ryoko Kui,,380,Not Available,Not Available,Not Available,Not Available,9788832752779,"Sirene con una missione e appassionate di baseball, divinità poco utili, possenti dragoni. Sette storie di animali fantastici, sette favole dove i sogni si mescolano alla vita di tutti i giorni illustrate dalla talentuosa e pluripremiata autrice di Dungeon Food: Ryoko Kui!","Fantasy, Seinen, racconti",https://www.j-pop.it/4357-thickbox_default/i-sette-figli-del-drago.jpg
jpop,jpop_dungeonfood004,https://www.j-pop.it/dungeon-food/4487-dungeon-food-004.html,Dungeon Food 004,4,4487,1,"6,90","6,90",,Ryoko Kui,,200,Not Available,Not Available,Not Available,Not Available,9788832753134,"La compagnia di avventurieri ha esplorato il dungeon per trovare il drago che ha divorato una loro amica. Ora che sono finalmente vicini al loro obiettivo, è il momento di pianificare come abbattere la spaventosa creatura e recuperare i resti da riportare in vita... Un'impresa tutt'altro che facile!","Fantasy, Seinen, Azione, Cucina",https://www.j-pop.it/4356-thickbox_default/dungeon-food-004.jpg
jpop,jpop_tokyoghoulre010,https://www.j-pop.it/tokyo-ghoul/4486-tokyo-ghoulre-010.html,Tokyo Ghoul:re 010,10,4486,1,"5,90","5,90",,Sui Ishida,,192,Not Available,Not Available,Not Available,Not Available,9788832753660,"Kaneki svela il motivo per cui ha assunto il ruolo di Re con il Sekigan: formare ""Capra nera"", un'organizzazione che punta alla convivenza tra umani e ghoul. Nella sua base nel caffè :re, il mezzo ghoul si incontra con coloro che intendono appoggiarlo... Ma nonostante i vecchi e nuovi alleati, c'è sempre chi proverà a ostacolarlo con la violenza. ","Seinen, Thriller, Horror",https://www.j-pop.it/4355-thickbox_default/tokyo-ghoulre-010.jpg
jpop,jpop_lastravaganza004,https://www.j-pop.it/la-stravaganza/4485-la-stravaganza-0034.html,La Stravaganza 004,4,4485,1,"6,90","6,90",,Akihito Tomi,,186,Not Available,Not Available,Not Available,Not Available,9788832753639,"La regina Vivian si sta avventurando in terre sconosciute per indagare su chi sta spargendo l'eshin, portando la follia tra le bestie che popolano la foresta. Arrivata nella capitale del regno più popoloso del continente, la ragazza dovrà fare i conti con il panico che si sta spargendo tra gli abitanti, molto più letale del veleno!","Fantasy, Seinen, Azione",https://www.j-pop.it/4354-thickbox_default/la-stravaganza-0034.jpg
jpop,jpop_leroeèmorto006,https://www.j-pop.it/l-eroe-e-morto/4484-l-eroe-e-morto-006.html,L'Eroe è Morto! 006,6,4484,1,"6,00","6,00",,Subaruichi,,192,Not Available,Not Available,Not Available,Not Available,9788832753622,"Per Touka è il momento dell' scontro all'ultimo sangue con il negromante Diego, un nemico che non permette distrazioni. Ma, finito del mondo spirituale dopo aver esaurito le forze, il ragazzo incontra il suo predecessore... l'eroe che lui stesso ha ucciso! ","Fantasy, Seinen, Comedy",https://www.j-pop.it/4353-thickbox_default/l-eroe-e-morto-006.jpg
jpop,jpop_lovelive005schoolidolproject,https://www.j-pop.it/love-live/4483-love-live-005-school-idol-project.html,Love Live! 005 - School Idol Project,Not Available,4483,1,"7,00","7,00",,Sakurako Kimino,Arumi Tokita,162,Not Available,Not Available,Not Available,Not Available,9788832753431,"Ritornano le giovanissime idol protagoniste del fenomeno multimediale che ha conquistato il mondo! Finalmente le μ’s sono al completo, ma per salvare la loro scuola alle ragazze non basterà aver messo insieme un gruppo: dovranno partecipare al Love Live! School Idol Project e soprattutto sfdare le famosissime (e bravissime) A-rise! La scalata verso il successo di Honoka e delle sue amiche continua!","Seinen, Idol",https://www.j-pop.it/4351-thickbox_default/love-live-005-school-idol-project.jpg
jpop,jpop_infinitforce003,https://www.j-pop.it/infini-t-force/4482-infini-t-force-003.html,Infini-T Force 003,3,4482,1,"5,90","5,90",,"Tatsunoko Production, Kodachi Ukyou",Ejiri Tatsuma,0,Not Available,Not Available,Not Available,Not Available,9788832752045,"Questa storia è iniziata con una matita in grado di esaudire ogni desiderio. Un potere fantastico che Emi usa per richiamare nel mondo reale gli eroi della sua fantasia: Tekkaman, Polymar, Ken l'Aquila e Kyashan! Ma il Male è più potente di quanto possano immaginare, e il rischio di confondere giustizia e vendetta tormenta gli eroi...","Azione, Shonen, Tatsunoko Production",https://www.j-pop.it/4350-thickbox_default/infini-t-force-003.jpg
jpop,jpop_superlovers006,https://www.j-pop.it/super-lovers/4481-super-lovers-006.html,Super Lovers 006,6,4481,1,"6,50","6,50",,Miyuki Abe,,192,Not Available,Not Available,Not Available,Not Available,9788832753653,"Haru tiene a distanza Ren, ricordandogli che è ancora un bambino. Ren però non ci sta e, geloso delle ragazze che circondano costantemente Haru, si avvicina sempre di più al cugino di quest'ultimo, Natsu...","Romantico, boys love",https://www.j-pop.it/4349-thickbox_default/super-lovers-006.jpg
jpop,jpop_medakaboxnuovaedizione008,https://www.j-pop.it/medaka-box-nuova-edizione/4480-medaka-box-nuova-edizione-008.html,Medaka Box - Nuova Edizione 008,8,4480,1,"5,90","5,90",,Nisioisin,Akira Akatsuki,0,Not Available,Not Available,Not Available,Not Available,9788832753417,"L'obiettivo della sezione -13 capitanata da Kumagawa è stato svelato e il Consiglio studentesco vuole prendere l'iniziativa. Medaka ha quindi deciso di fare visita all''ex presidente del Consiglio studentesco Kudo Hinokage per chiedergli aiuto. Nel frattempo, però, i Minus hanno deciso di entrare in azione!","Shonen, Action, NisiOisiN",https://www.j-pop.it/4348-thickbox_default/medaka-box-nuova-edizione-008.jpg
jpop,jpop_remember013,https://www.j-pop.it/remember/4479-remember-013.html,Re/Member 013,13,4479,1,"5,90","5,90",,Welzard,Katsutoshi Murase,0,Not Available,Not Available,Not Available,Not Available,9788832753646,"La conclusione si avvicina! Asuka è allo stremo, tra la ricerca delle parti de corpo smembrato e il comportamento dei suoi amici che sembrano non avere più nessuno scrupolo. All'improvviso di fronte a lei appare Miki. Cosa vorrà?! ","Seinen, Horror, Action",https://www.j-pop.it/4347-thickbox_default/remember-013.jpg
jpop,jpop_five014,https://www.j-pop.it/five/4478-five-014.html,Five 014,14,4478,1,"4,40","4,40",,Shiori Furukawa,,192,Not Available,Not Available,Not Available,Not Available,9788832753509,"Penultimo volume! Hina si è dichiarata a Toshi, ma risposta è stata solo ""scusa"". Ora tra i due si è alzato un muro, ma la ragazza non si arrende e, con l'aiuto di Takui, la svolta potrebbe arrivare durante il Christmas party con sorpresa!","Shojo, Comedy",https://www.j-pop.it/4346-thickbox_default/five-014.jpg
jpop,jpop_rezeroilmanga3secondastagione,https://www.j-pop.it/rezero-starting-life-in-another-world/4477-rezero-il-manga-3-seconda-stagione.html,Re:Zero - il Manga 3 (Seconda Stagione),Not Available,4477,1,"5,90","5,90",,Tappei Nagatsuki,Makoto Fugetsu,0,Not Available,Not Available,Not Available,Not Available,9788832751307,"Subaru, che non ha avuto ancora tempo di scoprire qualcosa sul mondo fantastico in cui si trova (e sul suo potere di riavvolgere il tempo), si risveglia in una villa insieme a due misteriose gemelle e altre creature magiche... Entrano in scena Rem & Ram, la preferite dai fan!","Fantasy, Azione, Shonen",https://www.j-pop.it/4345-thickbox_default/rezero-il-manga-3-seconda-stagione.jpg
jpop,jpop_oltreleondeshimanamitasogare001,https://www.j-pop.it/oltre-le-onde-shimanami-tasogare/4475-oltre-le-onde-shimanami-tasogare-001.html,Oltre le Onde - Shimanami Tasogare 001,1,4475,1,"6,50","6,50",,Yuhki Kamatani,,186,Not Available,Not Available,Not Available,Not Available,9788832753592,"Tasuku, a pochi giorni dall’inizio delle vacanze estive, teme che i suoi compagni di classe abbiano intuito il suo orientamento sessuale dopo aver scoperto il tipo di video che guarda di nascosto. Il ragazzo reagisce in un primo momento negando, anche con se stesso, la sua vera natura, fino a quando per la disperazione non decide di farla finita. Ma nel momento più buio una donna indecifrabile gli si para davanti, quasi invitandolo a seguirla in una strana abitazione... in cui si raduna un gruppo di persone con esperienze simili alle sue. ","Seinen, Drama, Slice of Life",https://www.j-pop.it/4343-thickbox_default/oltre-le-onde-shimanami-tasogare-001.jpg
jpop,jpop_chiisakobe002,https://www.j-pop.it/chiisakobe/4474-chiisakobe-002.html,Chiisakobe 002,2,4474,1,"9,50","9,50",,Minetaro Mochizuki,,200,Not Available,Not Available,Not Available,Not Available,9788832753226,"Secondo volume per la miniserie d'autore premiata al Festival d'Angoulême. Tra scossoni e le sfide dell'adolescenza, la convivenza tra Shigeji, Ritsu e gli orfani va avanti. Ma le pressioni per rimettere in sesto l'azienda di costruzioni si moltiplicano e il ragazzo dovrà convincere di nuovo tutti della sua forza di volontà.","Seinen, Drama, Slice of Life",https://www.j-pop.it/4342-thickbox_default/chiisakobe-002.jpg
jpop,jpop_atomthebeginning003,https://www.j-pop.it/atom-the-beginning/4473-atom-the-beginning-003.html,Atom: The Beginning 003,3,4473,1,"6,90","6,90",,Osamu Tezuka,,200,Not Available,Not Available,Not Available,Not Available,9788832753462,"Bloccati sull'isola in cui speravano di trovare indizi sul dottor Lolo, Ochanomizu e Tenma possono contare sull'aiuto di un eccentrico alleato e di North, il suo straordinario robot. Con le informazioni ottenute, è il momento di gettarsi nel cuore del mistero e indagare sulla catastrofe di cinque anni prima!  ","Seinen, Action, sci-fi",https://www.j-pop.it/4341-thickbox_default/atom-the-beginning-003.jpg
jpop,jpop_saintseiyanextdimension011,https://www.j-pop.it/saint-seiya-next-dimension/4472-saint-seiya-next-dimension-011.html,Saint Seiya Next Dimension 011,11,4472,1,"6,00","6,00",,Masami Kurumada,,168,Not Available,Not Available,Not Available,Not Available,9788832753325,"Torna il seguito diretto dei mitici Cavalieri dello Zodiaco, con un nuovo volume firmato dal maestro Masami Kurumada! I Sacri Guerrieri di Bronzo cercano di ricongiungersi a Saori, ma sono ostacolati dai Sacri Guerrieri d'Oro che si schierano a difesa delle loro Case. Mentre il Santuario è sconvolto dai cataclismi, passato e presente si mescolano! ","Seinen, Azione, Storico",https://www.j-pop.it/4340-thickbox_default/saint-seiya-next-dimension-011.jpg
jpop,jpop_saintseiyanextdimension011blackedition,https://www.j-pop.it/saint-seiya-next-dimension/4471-saint-seiya-next-dimension-011-black-edition.html,Saint Seiya Next Dimension 011 Black Edition,Not Available,4471,1,"6,00","6,00",,Masami Kurumada,,168,Not Available,Not Available,Not Available,Not Available,9788832753332,"Torna il seguito diretto dei mitici Cavalieri dello Zodiaco, con un nuovo volume firmato dal maestro Masami Kurumada! I Sacri Guerrieri di Bronzo cercano di ricongiungersi a Saori, ma sono ostacolati dai Sacri Guerrieri d'Oro che si schierano a difesa delle loro Case. Mentre il Santuario è sconvolto dai cataclismi, passato e presente si mescolano! ","Seinen, Azione, Storico",https://www.j-pop.it/4339-thickbox_default/saint-seiya-next-dimension-011-black-edition.jpg
jpop,jpop_kakegurui004,https://www.j-pop.it/kakegurui/4470-kakegurui-004.html,Kakegurui 004,4,4470,1,"6,90","6,90",,Homura Kawamoto,Toru Naomura,208,Not Available,Not Available,Not Available,Not Available,9788832753554,"Recite, danze e balli forsennati! A sfidare Yumeko, questa volta, è l'adorabile idol del comitato studentesco. Intanto, l'aria nell'istituto si fa sempre più elettrica, tra lo strano comportamento della presidentessa del comitato e i pettegolezzi che si addensano introno alla nostra folle protagonista...","Seinen, Thriller, Horror",https://www.j-pop.it/4338-thickbox_default/kakegurui-004.jpg
jpop,jpop_overlord008,https://www.j-pop.it/overlord/4469-overlord-008.html,Overlord 008,8,4469,1,"4,40","4,40",,Kugane Maruyama,"Satoshi Osho, So-Bin, Hugin Miyama",0,Not Available,Not Available,Not Available,Not Available,9788832753585,"Momonga è un outsider che nel mondo reale non ha posto, solo e senza amici né parenti; su Yggdrasil invece è una figura leggendaria, uno stregone il cui potere incute timore e rispetto. E se, nei panni del suo mitico avatar videoludico, Momonga potesse proseguire la sua esistenza nel suo amato MMORPG, come se questo fosse un luogo reale? E in questa nuova vita, Momonga sarebbe un eroe o... uno spietato conquistatore?","Fantasy, Shonen, Action",https://www.j-pop.it/4337-thickbox_default/overlord-008.jpg
jpop,jpop_angelvoice038,https://www.j-pop.it/angel-voice/4468-angel-voice-038.html,Angel Voice 038,38,4468,1,"5,50","5,50",,Takao Koyano,,0,Not Available,Not Available,Not Available,Not Available,9788832753530,"La finale è un continuo inseguirsi di emozioni! Nei minuti di recupero, con il risultato sul 3 a 2 e la vittoria ormai in tasca, l'Ichiran subisce il gol del pareggio. La partita si protrarrà fino ai supplementari?!","Shonen, Sport",https://www.j-pop.it/4336-thickbox_default/angel-voice-038.jpg
jpop,jpop_kuro003,https://www.j-pop.it/kuro/4467-kuro-003.html,Kuro 003,3,4467,1,"6,90","6,90",,Somato,,178,Not Available,Not Available,Not Available,Not Available,9788832752281,"Un inspiegabile cambiamento colpisce la villa dove abitano la piccola Coco, i cui capelli sono diventati bianchi, e il gatto nero Kuro. La loro favola gotica giunge al termine in questo entusiasmante terzo volume!","Fantasy, Seinen, Horror",https://www.j-pop.it/4335-thickbox_default/kuro-003.jpg
jpop,jpop_maodante003,https://www.j-pop.it/mao-dante/4466-mao-dante-003.html,Mao Dante 003,3,4466,1,"7,50","7,50",,Go Nagai,,0,Not Available,Not Available,Not Available,Not Available,9788832751222,"Nel 1971 Go Nagai si ispirò per la prima volta alla Divina Commedia, per raccontare la guerra tra Angeli e Demoni e la possessione di un essere umano da parte di uno di questi ultimi. Questa è la storia del grande re demone Dante!",Go Nagai,https://www.j-pop.it/4334-thickbox_default/mao-dante-003.jpg
jpop,jpop_disegnakakukakushikajika001,https://www.j-pop.it/disegna-kakukaku-shikajika/4465-disegna-kakukaku-shikajika-001.html,Disegna! - Kakukaku Shikajika 001,1,4465,1,"7,90","7,90",,Akiko Higahsimura,,160,Not Available,Not Available,Not Available,Not Available,9788832753011,"La pluripremiata mangaka Akiko Higashimura racconta i suoi tragicomici primi passi nel mondo dell'arte e dei fumetti in questa autobiografia unica nel suo genere. Si parte, ancora studentessa delle medie, dall'incontro con il bizzarro, severo e gentile professore di disegno che le insegnerà come mettere tutta sé stessa  in ciò che disegna.","Josei, autobiografia",https://www.j-pop.it/4333-thickbox_default/disegna-kakukaku-shikajika-001.jpg
jpop,jpop_lapommeprisonnière,https://www.j-pop.it/la-pomme-prisonniere/4464-disegna-kakukaku-shikajika-001.html,La Pomme Prisonnière,Not Available,4464,1,"9,90","9,90",,Kenji Tsuruta,,182,Not Available,Not Available,Not Available,Not Available,9788832752311,"Una Venezia onirica, avvolta nel mistero della nebbia, tra il fascino di vicoli e antichi palazzi, è il luogo perfetto per cogliere la realtà fuggevole di Mariel e dei suoi gatti. Kenji Tsuruta ci accompagna in un viaggio tra libertà sensualità e sogno con il suo tratto caratteristico. ",Seinen,https://www.j-pop.it/4332-thickbox_default/disegna-kakukaku-shikajika-001.jpg
jpop,jpop_rezerolightnovel3,https://www.j-pop.it/rezero-starting-life-in-another-world/4463-rezero-light-novel-3.html,Re:Zero - Light Novel 3,3,4463,1,"12,00","12,00",,Tappei Nagatsuki,Shinichirou Otsuka,300,Not Available,Not Available,Not Available,Not Available,9788832753370,"Dopo la morte, Subaru è tornato al primo giorno nella magione di Roswaal, fermamente deciso a cambiare il suo destino. Cercando di sfruttare il più possibile i ricordi di ogni loop temporale, il ragazzo vuole sopravvivere il più possibile, ma ogni decesso lo spinge sempre di più verso la disperazione e l'impotenza. Riuscirà la gentilezza di Emilia a salvarlo di nuovo?","Fantasy, Azione, Shonen, Light Novel",https://www.j-pop.it/4331-thickbox_default/rezero-light-novel-3.jpg
jpop,jpop_thepromisedneverland002,https://www.j-pop.it/the-promised-neverland/4462-the-promised-neverland-002.html,The Promised Neverland 002,2,4462,1,"5,90","5,90",,Kaiu Shirai,Posuka Demizu,192,Not Available,Not Available,Not Available,Not Available,9788832753363,"Emma, Norman e Ray vivevano felici in un orfanotrofio circondato da un fitto bosco, accuditi da un’amorevole “mamma”. Ma l’illusione è andata in pezzi quando hanno scoperto l’orribile destino di chi viene “adottato”, e i tre ragazzi hanno deciso di fuggire. Avversari umani e non faranno di tutto per fermarli e, tra azione e giochi mentali, la battaglia per la sopravvivenza si fa più serrata!","Shonen, Action, Sovrannaturale",https://www.j-pop.it/4330-thickbox_default/the-promised-neverland-002.jpg
